,Child utterance:utterance,Child utterance:not sure,Child utterance:other vocalization,Child gaze:robot,Child gaze:props,Child gaze:robot or prop,Child gaze:parent,Child affect:positive 1,Child affect:positive 2,Child gesture:point at prop,Child affective touch:affective touch,Parent utterance:utterance,Parent utterance:missing data,Parent utterance:utterance utterance,Verbal scaffolding:cognitive,Verbal scaffolding:instruction translation,Verbal scaffolding:affective,Non-verbal scaffolding:cognitive,Non-verbal scaffolding:affective,Non-verbal scaffolding:technical,Parent gaze:child,Parent gaze:robot,Parent gaze:props,Parent gaze:robot or prop,Parent affect:positive 2,Parent affect:positive 1,Parent affect:positive 3,Parent gesture:point at prop,Parent affective touch:affective touch,Child prop manipulation:child,Parent prop manipulation:parent,robot pointing:point at prop,robot text:other,robot text:song,robot text:teach,robot text:pick up,robot text:positive feedback,robot text:put down,robot text:correction,robot text:try again,start-end:start,start-end:end,Conversational turns:PC,Conversational turns:CP,Conversational turns:PCP,Conversational turns:CPC,Joint attention:robot,Joint attention:props,Mutual gaze:MG,time
Parent gaze:child,0.00010720406269611166,0.0014627898856437156,0.0003376220808367721,0.0036162842218953072,0.04048172169698813,0.041477595105273914,0.024219357151404306,0.0018559906471961535,0.001037494251228262,0.004400185396673552,0.006305851198170181,0.01949562186336132,0.0010393115941902198,0.00219565775870226,0.0070197688658364885,1.9338301281162162e-05,0.0003132075632877949,0.014807436641027296,0.012920364637483838,0.00809430821331954,1.0,0.11822613942205433,0.1864767371845309,0.03250860869423591,0.043282780849653216,0.001367270319517949,0.0011643478612733162,0.014057439656333446,0.01265173120941957,0.02430083637636669,0.01631053255291902,0.017074051804136396,0.0016812102461329294,0.008202554729901773,0.019684842471576786,1.0898349107741701e-05,0.0004561977212262377,0.009360537958130941,0.022547528444682413,1.7477553874520774e-05,0.00326772841200029,0.0014627898856437156,0.002459590662170164,0.00010511654453143055,0.00411560288120191,0.004910221322527307,0.09436323800083747,0.13468706832830166,0.05032475756761425,1.0
Parent gaze:robot,0.0007201991078283162,0.0038288792149215986,7.40240768359143e-05,0.08839096250790159,0.03299772759083123,0.011502021302539604,0.003179561484792176,0.0006666517804175468,0.01455099318479428,0.000692142329684532,0.0008177487289393881,0.03152971936400836,0.006581747348034613,0.0019655450088768866,0.03765316875490243,0.006390132089459371,0.00035425528032732796,3.756806668987895e-05,0.00034150259450125344,0.00010604628349324641,0.12341295124897352,1.0,0.15538637578691256,0.048700755007130954,0.012227720612517827,0.00012949881287523164,0.013497122388523864,0.0007072819295096333,0.0011197718401034754,0.023012922390660124,0.00014985113454932662,0.028065413931216317,0.0033011382274988014,0.01749237716819736,0.01212627146308458,0.0031638094138221142,0.0010178518012150318,0.026819004457444215,0.005017645444275803,0.009554781968990653,0.001309514169925023,0.001309514169925023,0.008485943232222836,0.011100342393549964,0.03194889930206979,0.0047112084849206,0.48884549829389845,0.12792122134567224,0.009997950239075104,1.0
Parent gaze:props,1.4363560955238395e-07,0.001136503373225968,0.0004464559709827767,0.010321906289281856,0.09576389881383919,0.026499730699865102,0.02209225133319545,0.0005991649075100286,0.022069407303062272,0.003418022991290997,0.004955344621550157,9.99330725724275e-05,0.005710988808392033,0.007224533796816919,0.007575168623710338,0.007438294687653249,0.0010641213610047098,0.018827618473991895,0.005122524029021057,0.0016229046494702424,0.21045752361218034,0.1679985378418969,1.0,0.042184729677326775,0.038433957818595654,0.001012265574961331,0.0013041965993905542,0.007564956287706063,0.009205899096824963,0.08110135013756986,0.007057982998231608,0.0002618893275652991,0.0024022535347756175,0.05289121075329157,0.00285473095214116,0.0012475368034394387,5.687181802785346e-05,0.01195988597835846,0.04978063720603467,0.006578053391005818,0.001136503373225968,0.001136503373225968,0.0007518419096577104,0.011954492368921148,0.013470627260768059,0.00024693135939023007,0.14584478233598522,0.25844399909145366,0.01735164827981721,1.0
Parent gaze:robot or prop,0.006872880615185487,0.0006204443494763659,0.003429489125048301,0.0716712352708982,0.029670246882072943,0.005700995460162561,0.01202880253898304,0.003593312841586661,0.015936683129883035,0.001865449957230009,0.03845710029619082,0.006251516842769331,0.0645834224593987,0.0009311800007888297,2.0767295036626138e-05,0.004057545706821892,0.00015909352388171404,0.0062668429719453635,0.018449521570638575,0.007862095903699828,0.07991923371645322,0.11469418312870766,0.09189003235190313,1.0,0.046627674874615783,0.06270140787703238,1.746677658782781e-05,0.005950165674217979,0.00618603215950051,0.003438339064953431,0.001987630723335876,0.0015694035988743217,0.01041639369078738,0.02868212664795037,0.00036154848290263146,0.030057942107196405,0.0027530199934894463,0.10129251512000416,0.012352395418437176,0.012676360657035379,0.0006204443494763659,0.0006204443494763659,0.002106908505712991,0.0027966702825943032,0.017416269582100033,0.03311733019325156,0.0005994813282975126,0.16377302521988982,0.009453362393283262,1.0
Parent affect:positive 2,0.004291816627404716,0.000990743516772286,0.00019527679828092477,0.023321454661233438,0.032236490278222486,0.0031017905981913733,0.019243339735290126,0.03190905397386686,0.030069929073447164,0.0029793942797900095,0.013782292534546306,0.015596603624999626,0.007007805875941683,0.0014870085759511264,0.005237603177878791,0.006482759803347457,0.006048426575293087,0.010016122833722699,0.007785654249447375,0.0012718152735021065,0.05426496643610307,0.014685970801342757,0.04269526347309494,0.023779089110054146,1.0,0.15561307885986594,0.014245924286650348,0.009509500509519781,0.003506569364453905,0.00850995588265243,0.005342883445277187,0.0014281441636051291,0.014870065777554663,0.0739099815502099,0.032588826672968606,0.020738587021525905,0.001201607664091232,0.001109969191792841,0.00035462696592705387,0.013310931297879998,0.000990743516772286,0.000990743516772286,0.004150895324172425,0.0056115626627444935,0.024718324992364645,0.014776067544397416,0.00011466344349436143,0.008618499526607364,0.015116856351348858,1.0
Parent affect:positive 1,0.0007186751631890057,0.0042831305773113944,0.0026618536105333926,0.0006109944907352545,0.00013426260910938403,7.348189331471293e-05,0.0036304704791404814,0.00017459701674314942,0.0002653880199470947,0.012903275465923857,5.259287440880534e-05,0.009265751051152906,0.006124029032845126,0.00182902944189695,0.0028837495333433297,0.002985026807604383,0.0003325743008841048,0.0009094612797971757,8.23828167844317e-06,2.1859527868255087e-05,0.0014797587316547128,0.00013426260910938403,0.0009707137880864031,0.027603292612660157,0.13433161542715003,1.0,0.011671969221248406,0.0006084052784220125,0.014054900138307286,0.0008933379566228374,5.3774854699705816e-05,2.1268808514774557e-05,0.0033105123496550044,0.0013063312170733053,0.0016696205576309687,0.0007663927006869142,0.002217826064802585,0.0006567393986124607,0.004431167901000606,0.014708774325487558,0.0012185793142945468,0.0012185793142945468,0.004110008117170251,0.003095515288265398,0.008732686148604042,0.01643992505910012,0.000948596945386028,0.0007086722624570572,0.006747300219068681,1.0
Parent affect:positive 3,0.004802345778844709,0.0005297592798202389,0.0029279898344411813,0.08878914922619367,0.006400254985843266,0.006617920629498093,0.0316215770196395,0.03462067186383227,0.008515126067690526,0.001592735249660956,0.039061599023974415,0.013733090346496345,0.05316241022295994,0.000795070157108128,0.012610594582307183,0.003464141005936867,0.06311351790109755,0.003256568296914822,0.02800413955306841,0.0029279898344411813,0.004198976871569289,0.04662884831926485,0.0041673886249175155,2.5622445018336573e-05,0.0409776436645861,0.03889272218234046,1.0,0.00507968797685189,0.01182564452705911,0.004525298196626455,0.0026057446956389905,0.026230292490908295,0.008891354031444473,0.024469227785603495,0.021851198533828414,0.025641859776187888,0.004357843189556522,0.07207030789618292,0.010543300892920117,0.010819714224899992,0.0005297592798202389,0.0005297592798202389,0.0668400325526676,0.023861894060931643,0.20204314079007868,0.1360609203237279,0.0782262384500542,0.0017108277395244855,0.00028522687134001633,1.0
Parent gesture:point at prop,0.0011111393182455845,0.0004370880906688084,0.0024156447345282514,0.020811438323359566,0.07549042385470107,0.020417072767380817,0.008468998924042438,0.000556567935384278,0.011218070535164531,0.0013140808622163899,0.027037389747406698,0.03090010755579996,0.0021948560885201927,0.0006559834546508632,0.025733750570516876,0.0028579394412888265,0.027026246503270915,0.172261221445961,0.009739193419143513,0.0024156447345282514,0.09362474595067914,0.0045126303192812465,0.04464276168320393,0.016119833599074984,0.05051702276621597,0.0037440433852227806,0.009381250395747682,1.0,0.00947614000534565,0.0006041185461470781,0.017050789687807148,0.003443890998754714,0.007334385548781213,0.02017595011691056,0.016116619893159316,0.0037412645966453384,0.018735162546713802,0.008769585411559633,0.007724820924917686,0.008924615268113556,0.0004370880906688084,0.0004370880906688084,0.008357725818168387,0.011333463235400756,0.022687949143299406,1.0613488747286095e-05,0.06439817746408483,0.006009613186186052,0.006656631115212561,1.0
Parent affective touch:affective touch,0.0007104803946554745,0.0016406930376199151,0.0006730640368631449,0.0015528139102648933,0.021911265226362203,0.009762529450927806,0.05524676150164312,0.033363825981373316,0.00018054863299996307,0.00847868336733861,0.08439696579911461,0.012637356250406706,0.008249549608909602,5.4802705871659356e-05,0.0035540273577487186,0.008477902174898905,0.00011378450680516735,0.010933525008922572,0.08081034552341827,0.009080895991181226,0.012273541868006504,0.0010406441899251102,0.007913094787957915,0.0024410641751001425,0.0027133011759575107,0.012598278104203692,0.00318114920541203,0.0013802793671756203,1.0,0.024345270611760766,0.01246254993901267,0.002857152199451833,0.00021503359984507373,0.04466109687674836,0.019081613683620234,0.004244479973125377,7.195180408731797e-06,0.0010197174163720458,0.003180205486064226,0.0026963011309017733,0.0016406930376199151,0.0016406930376199151,0.008394212452155027,0.0014567419858996854,0.010390280986815532,0.013555926816317329,0.002076906582072316,0.02478873603087253,0.04330080159182192,1.0
Child prop manipulation:child,0.00014593226832568162,0.0007640683874406734,0.0002280368294166341,0.08122179362606585,0.24729332813106517,0.03580398502286592,0.014822982840143386,0.025979365321701874,0.019643115203700327,0.002297436719117892,0.047465869993651114,0.0029407198386211964,0.0027315096436534188,0.016827522421345702,0.012510135527091574,0.004997783316835559,0.0047500018859050665,0.001998702243841246,0.0038142181899783476,0.004224038959222617,0.041206261203380105,0.03738234429649824,0.1218513317020415,0.0023715799131243808,0.011509724160622667,0.001399655811954679,0.0021277885117514618,0.0001538082865792969,0.042553633071001566,1.0,0.008501850983638018,0.03793326955039208,0.012834825229025919,0.03537974294834012,0.03158548278652086,0.008622481869050664,0.0002756661364066331,0.010140030127389517,0.012036187144651168,0.004066740431141791,0.0007640683874406734,0.0007640683874406734,0.025446702274583056,0.002236253179273173,0.040291196050857535,0.024146536733315828,0.05107932307325472,0.18715542324662565,0.011647552927295066,1.0
Parent prop manipulation:parent,0.003113030428703913,0.00045146111718460344,0.002495099603150214,0.0118230549376408,0.008256147178273289,0.002007869117009559,0.008747774578483898,4.981587390353773e-05,0.011587469246224053,0.0013572973249939067,0.00909407838914752,0.000976310129096423,0.002267046811695985,0.0006775551399320348,0.002994507255888017,0.002951947428236208,0.0073421590192202825,0.49832657002613734,0.023849855399014946,0.19532319987264204,0.09674578198934068,0.0008514844156953502,0.03709408916875047,0.004795641070662167,0.025277563796310586,0.00029471797097695395,0.004285830859854273,0.015185320805811671,0.07619927824429511,0.029739618742545635,1.0,0.02234010773017563,0.00032569311194577714,0.020841106911741476,0.018612424566531543,0.021839254265580234,0.01935270101716755,0.06089895791751853,0.015908500735638324,0.00921840578406679,0.00045146111718460344,0.00045146111718460344,0.022458281903496965,0.024350603657183473,0.0013197047337990936,0.017787345132854095,1.3708408604752814e-05,0.02122179817515965,0.006875697721633989,1.0
robot pointing:point at prop,0.006409126148409405,0.0006853232328142686,0.0037883642762518302,0.06217259979205421,0.06601709632980274,0.02102726928875146,0.013290364835183503,0.00022676492555821225,0.004254363049005721,0.0020605793968483848,0.0003710879148364587,0.010894328712108287,0.0034420280019513668,0.001028559770456125,0.020601881934534653,0.06729088143629645,0.011153229884604113,0.006923111298594222,0.0008172232668307014,0.0037883642762518302,0.034562362103491166,0.05442407336096612,0.0004697262463721539,0.0012922559399564054,0.002305868239691108,3.978079494227719e-05,0.01472343765815246,0.0010467230649064507,0.005961839018104825,0.0452840340514104,0.007624093017004866,1.0,0.003956414006555407,0.05479431855517192,0.4182306067019346,0.03322567659414162,0.029434872015259253,0.05008208902323619,0.013648005929776755,0.014006064446890069,0.0006853232328142686,0.0006853232328142686,0.07196063159060416,0.02470654717116726,0.099831946484665,0.07640570468495556,0.05400066370922367,0.03352752897188312,0.01044414722848274,1.0
robot text:other,0.0008646651006761181,0.0004972463739340586,0.002748222900569491,0.17302104022684942,0.0914645729870944,0.0232362050726549,0.009636100673723027,6.725637313866727e-05,0.008395320217030076,0.0014949681029320092,0.005111374952205042,0.01882097953711807,0.002497026336781644,0.0007462723111173031,0.006178590080671627,0.0018203208384588703,0.00808757910231198,0.005021393848256246,0.026277784523512697,0.06821190263272188,0.007278678140139312,0.01369137190108068,0.0092153011917581,0.018344038152417044,0.05134982808680308,0.013243085247807037,0.010674257068901823,0.00476770964548911,0.0009596588239793385,0.032770152067574956,0.00023772516810642382,0.008461851449900703,1.0,0.022961677361508236,0.020505528564916598,0.02406175509058458,0.021321340830114003,0.036231475364446014,0.009895201836130765,0.010154594517891366,0.014097586500097776,0.0004972463739340586,0.09669362126303857,0.0012595304273160792,0.1205532229258536,0.08780085147050737,0.02562636965986918,0.05625753247424029,0.007573707980504675,1.0
robot text:song,0.04147847534765046,0.0006687160224466991,0.003696495099158893,0.04530181821373946,0.12391028548495908,0.03130010434886346,0.01296733838774469,7.669837112784726e-05,0.017181365109983887,0.0020106299405506134,0.04147847534765046,0.09432637828576866,0.003358564418683293,0.0010036330171967894,0.07388794107352618,0.0043734989136044915,0.01088228620420557,0.006755098801577019,0.035405303386185465,0.003696495099158893,0.017366369305393273,0.035478193557242105,0.09922100233641369,0.024701215035011263,0.12481265063174005,0.002555504650905972,0.01436545634186208,0.006413712178067184,0.09746963254372686,0.04417459522888315,0.007439038030853895,0.057309761959450416,0.01122879151699206,1.0,0.027616173255023867,0.032414151619870206,0.028716616575028893,0.04885357702206535,0.013316258349885316,0.013665584032095942,0.0006687160224466991,0.0006687160224466991,0.13105872696150297,0.10436049793520585,0.16378405079265523,0.11890652597362561,0.013285786704575999,0.07597831504517435,0.010190472239072483,1.0
robot text:teach,0.0018637633552547968,0.0006434293018464812,0.0035566211335431885,0.07286168681223998,0.04242696925453237,0.011819556144156543,0.012475620824890154,8.994793953531082e-06,0.0029118077101512336,0.0019345773752271751,0.008177686416075563,0.0024611501388807733,0.003231487314871546,0.0009656789460913683,0.00593673817765192,0.055633815784868736,0.010469830839386235,0.006499311268282216,0.00010795733794170127,0.0035566211335431885,0.04489961762987828,0.026496636963385004,0.005769472245137558,0.0003354473104660571,0.059289124898488914,0.00351877872322694,0.013820546898925189,0.00551950635584778,0.044864811366346985,0.042487015817817976,0.007157308739973341,0.47125903501306604,0.010803169245600455,0.029751872349549426,1.0,0.007951003765547374,0.027623667775740428,0.04698508793860411,0.012811269258680272,0.013147305815583472,0.0006434293018464812,0.0006434293018464812,0.04720480420870573,0.00785795751278133,0.0700469571567225,0.05815055311894801,0.041144230813780595,0.02676434294223118,0.00980429889633668,1.0
robot text:pick up,9.117592581608164e-05,0.0006798061170074203,8.89602948212666e-06,3.957607295197217e-05,0.003642443973067041,0.0318232040793645,0.0008000093917931711,0.0006528880557536176,0.01746747120370682,0.030383656517919935,0.0021874698104387778,0.011252899100351054,0.0034142999600359366,0.001020278786038472,0.023453507433479414,0.0006880725710845421,0.011063213749332432,2.676060503189272e-06,0.00011643998621999498,0.003757843691154209,2.238508208331111e-05,0.006225311105818271,0.0022704479385725414,0.025113329282360618,0.033976039742879334,0.0014544969349829775,0.014604502379890005,0.0011538038281791762,0.008986746942717883,0.010444514941868146,0.007562613094103386,0.03371358899626969,0.01141549610929909,0.03144653069843644,0.007159937576438251,1.0,0.02919621886587155,0.04967384177913132,0.013537787206031215,0.013892944119339393,0.0006798061170074203,0.0006798061170074203,1.522221478019193e-07,0.003219752862460999,0.000844954655919261,0.01811745966611521,0.0013829728984115718,0.005604373711709941,0.002379579205983662,1.0
robot text:positive feedback,0.0022873633934868127,0.0006519164894154191,0.0036035669235014224,0.00697992762297517,0.0002857787737190638,0.06523364942558879,0.012640641990853848,0.0030309860974359185,0.008279410627056137,0.001960103216243,0.001005633702304135,0.04202202010940115,0.0032741382308486265,0.0009784177421954731,0.031927149648266345,0.004263534023220739,0.010608254081867248,0.006585158719519284,0.04424543790628259,0.0036035669235014224,0.0010139696712576289,0.002167250806737008,0.00011200287503722759,0.002489019452028166,0.0021302479701534437,0.004554731826278022,0.0026858559684588036,0.006252373223771619,1.6485176046031504e-05,0.0003613377059341796,0.007251862194106375,0.032319689824237156,0.010946010961337719,0.03014707820061166,0.026917981904779863,0.03159369989049797,1.0,0.04761194387205946,0.0129807438373219,0.013321239683335194,0.0006519164894154191,0.0006519164894154191,1.767424260022765e-05,0.011678004295274807,3.989316079474398e-06,0.003536009071152542,2.647383196988148e-07,0.0028228833909200632,0.009933902489174003,1.0
robot text:put down,0.0019167798439526157,0.001847402049140015,0.004402979105278815,0.02211690414172138,0.024667418766142438,0.003339661027292065,0.015452800754888125,0.006193301848470136,0.0003039157057994845,0.0023947092186175365,0.006801713923254765,0.0012216003943544352,0.03785461177278796,0.0008929873463091607,0.0014697797777874246,0.0052095468914540866,0.002746465953741386,0.014487703581639406,0.01618339613953756,0.00016629090100510436,0.01496569255872982,0.04107631099116612,0.016942724755323726,0.06587497102888043,0.001415476137217806,0.0009701805337395145,0.0319515297078991,0.0021051868494376966,0.0016805672485705277,0.009560778701456293,0.016415041072402416,0.03955593232824758,0.013379859168966671,0.036892024038987455,0.03293406631929685,0.03866569176631961,0.03424838287489241,1.0,0.015868876744799015,0.016285451404028255,0.0007964049347672592,0.0007964049347672592,0.010239647012207642,0.008958562702867127,0.008949791553571179,0.0012788186415295612,0.01063495032190125,0.03753750674248431,0.01214200242472972,1.0
robot text:correction,3.4160521126170094e-05,0.0005192728209425224,0.0016131244569321476,0.011246224823708394,0.03798843347850202,0.00010062312587797242,0.010063623313044676,8.94213219377267e-07,0.01333134020731599,0.001561201750800596,0.03214537612969393,0.006468322259128885,0.0026076745299635226,0.0007793312252030322,0.00012831804745511632,0.003395534944650219,0.008446301935104494,0.00011385956049037095,0.004726029234765749,0.021810122792495983,0.08597597913111098,0.018328668958371864,0.16818948631198943,0.019159159123150898,0.0010785631057431786,0.01561204764999671,0.011147925434791704,0.004422646044939324,0.012500097991696718,0.027066065519059684,0.010226888979154901,0.025708726752391955,0.008715099638924936,0.023982834132419962,0.021417049830461152,0.02513204881999823,0.02226926652753875,0.037846730129494445,1.0,0.010605161921211591,0.0005192728209425224,0.0005192728209425224,0.015322788992777793,0.011663994105644856,0.006499410696241567,0.007063837028837866,0.00923841437036245,0.120534837763136,0.007909608147327869,1.0
robot text:try again,0.0006401548766290976,0.000522802870492224,0.002889525758246179,0.01047075485231542,6.307984860135965e-06,4.9207616432381687e-05,0.010132150264361504,0.019141551531334084,0.00239454599768534,0.001571816803140074,5.891221055630712e-06,0.006625047238455552,0.002625408050246997,0.0007846294052140464,0.0006213690681445826,0.003418629467407544,0.008503799574427675,0.005279676560750769,4.585464416204212e-05,0.002889525758246179,6.538339379718488e-05,0.03424209765250506,0.02180441351651011,0.01928983303233785,0.03971831984134669,0.05084248504469464,0.01122385034366021,0.005012932867697842,0.010397651377242094,0.008972041492578721,0.005814049610752453,0.025884281190319523,0.008774429902530492,0.024146551269728443,0.02156318336886847,0.02530364716251731,0.022421238522029756,0.03810575758335671,0.010404612889909988,1.0,0.000522802870492224,0.000522802870492224,7.519973413070914e-05,0.0006891172441715884,0.0003306902441037791,0.010686552542092895,0.01453370860911616,0.01772582927828184,0.007963447208107283,1.0
start-end:start,0.018319611043304335,0.0002963390592308076,0.0016376979818063556,0.1022819279318891,0.05430478706239868,0.013836108916775424,0.005740812887225467,0.019335788832235825,0.007603824743515447,0.0008909093793649733,0.018319611043304335,0.06308968053641673,0.001488020607957044,0.00044474461139027625,0.03921275924507439,0.0019375346103788589,0.004818540112630091,0.0029920589805546454,0.015645389157352925,0.0016376979818063556,0.14145590997183158,0.05430478706239868,0.04359192798888989,0.010925090623449506,0.034208339893666534,0.04874077374652705,0.006359060881201326,0.0028409244972645185,0.07321204296915945,0.0195058726398427,0.0032948192644476006,0.014655605845251538,0.14095790075221157,0.013672784730661983,0.012211394974848506,0.014327230074846615,0.012696828552217564,0.021563193221370795,0.005895118610779341,0.006049594932335274,1.0,0.0002963390592308076,0.05739517258396669,0.05300097784136575,0.0714732341072655,0.05213848206191465,0.04359192798888989,0.03345409327667798,0.004512463719588348,1.0
start-end:end,0.018319611043304335,0.0002963390592308076,0.0016376979818063556,0.09190528645606105,0.05430478706239868,0.013836108916775424,0.005740812887225467,0.019335788832235825,0.007603824743515447,0.0008909093793649733,0.018319611043304335,0.06308968053641673,0.001488020607957044,0.00044474461139027625,0.03921275924507439,0.0019375346103788589,0.004818540112630091,0.0029920589805546454,0.015645389157352925,0.0016376979818063556,0.06332235984221751,0.05430478706239868,0.04359192798888989,0.010925090623449506,0.034208339893666534,0.04874077374652705,0.006359060881201326,0.0028409244972645185,0.07321204296915945,0.0195058726398427,0.0032948192644476006,0.014655605845251538,0.00497183010906893,0.013672784730661983,0.012211394974848506,0.014327230074846615,0.012696828552217564,0.021563193221370795,0.005895118610779341,0.006049594932335274,0.0002963390592308076,1.0,0.05739517258396669,0.05300097784136575,0.0714732341072655,0.05213848206191465,0.04359192798888989,0.03345409327667798,0.004512463719588348,1.0
Conversational turns:PC,0.07925641270936566,0.0013611682506899842,0.0090705314770798,0.0031380928121480483,0.006890646871108732,0.004471101084389271,0.00989367671477661,0.020582229737217538,0.0038394719863283073,0.010889776522166073,0.01003260509734875,0.06555528250093148,0.018220348129656797,0.005429133754310322,0.04009541230852191,0.008912027013613488,0.00017905401652575223,0.0005960946381364694,7.510957990944334e-05,0.007530953170314431,0.0025250758173697412,0.00834573286738561,0.0006839090074263641,0.0008798412823580664,0.003398982947270546,0.003898681360356573,0.01902775308435583,0.001288294884805045,0.008883244015788156,0.01540639774419569,0.0038870866153892657,0.03649553482481668,0.022928673232384653,0.06355030463638853,0.021246484896989503,7.608367063588264e-08,8.163577979311961e-06,0.006575072746451637,0.004125448986283955,2.0636739516318774e-05,0.0013611682506899842,0.0013611682506899842,1.0,0.04564084231835711,0.51089278892608,0.3280307239102047,0.01211703996405151,9.557500628869964e-06,0.016890543947934284,1.0
Conversational turns:CP,0.17451985092912445,0.003926455225051903,0.00213156521197767,0.00020206683241245923,0.0001569105744301552,0.00041335565689822886,0.00807483406006466,0.006485619148761511,0.004094131449270445,0.011826729157801124,0.008737706396017743,0.05312600089635277,0.0022482474330606417,0.0019332106444808405,0.036488742020600456,0.008431787746917396,0.00923597012800297,0.0040695566519015035,0.003370873282086292,8.157393868273437e-05,0.00011057835359077076,0.011186344466799534,0.011142698725703705,0.0011967057639923838,0.004708455577037567,0.0030088149040161344,0.006960544653816835,0.001790099862539573,0.0015796531182435904,0.001387324399508045,0.004318618863238012,0.01283938665415075,0.00030603931382742474,0.051853167461449565,0.0036240820435946316,0.0016490112014253613,0.0055270808895831755,0.00589442397528621,0.0032178674293374715,0.00019377839354228467,0.0012879760369858477,0.0012879760369858477,0.046767171802957,1.0,0.21733562886651028,0.1791042268422552,0.003002227083313901,0.002745715760569968,0.003866504733735719,1.0
Conversational turns:PCP,0.05268526015975285,0.0016086025723500788,4.874185567625189e-05,0.014291767659817307,0.011824875258552917,0.0016404810940154285,0.04856741796225702,0.011121276997071286,0.0024370964380189685,0.008689565862649955,0.044959991240604444,0.12179422260047507,0.01453352934701401,0.004333425863706948,0.05937242743564394,0.01053636213459764,0.02948246739524712,0.002606840667479659,0.008707308121784132,0.008902900867429177,0.004009718922316567,0.029818729701287093,0.011628628393953587,0.006902122733931852,0.019208573883742797,0.007861253379085166,0.05458380990551119,0.003318877960346782,0.010434888384848143,0.02314987429899901,0.00021676708827845516,0.04804887074217074,0.027128688919278207,0.07536890056047489,0.029919824576251697,0.0004007890938933547,1.748666786894745e-06,0.0054537770165414235,0.001660642931564668,8.612218511286743e-05,0.0016086025723500788,0.0016086025723500788,0.48484023510872054,0.20128543576871497,1.0,0.32295236163780994,0.03993871296994928,0.0032525314510005315,0.04438816069239931,1.0
Conversational turns:CPC,0.04391152860051186,0.003993788076977348,0.022167707955727516,0.00035045584389602034,0.0002253967525433589,0.0013547920129845187,0.019889309533530557,0.03137307984305684,0.002372874730925989,0.012029933821938317,0.017587899309619178,0.0399954030480662,0.02013182236706615,0.005996726015213514,0.018655851198104385,0.008338837505394167,0.0030664998912275877,0.00031613040880140405,0.003078948432822254,0.0070467773565815696,0.005193040192071301,0.004773156892679722,0.0002313966509466333,0.01424698627669179,0.012464506851930015,0.016065118171857844,0.03990187350385578,1.685366493101041e-06,0.014778483795602983,0.015060294901162943,0.003171522887785074,0.03991899329428281,0.021448101501533964,0.0593972599800175,0.026962724064749144,0.009328674580288167,0.0016825273517106403,0.0008459283188058426,0.0019592195241972857,0.0030211440383402124,0.0012738076610143885,0.0012738076610143885,0.3379275123359466,0.18006421327195515,0.3505731196218484,1.0,0.004769566941626314,0.0007801515207571214,0.01162161615625293,1.0
Joint attention:robot,4.0451496404819454e-05,0.004811039688906869,0.0004464559709827767,0.24572213689940212,0.1618889451187492,7.849600623563737e-05,0.015404349265730947,0.005332308974709884,0.020854488087015923,0.003418022991290997,0.0010863893039149961,0.06516320778164905,0.005710988808392033,0.0017058164950338665,0.04902682517447491,0.009409663642804211,0.008418554341208397,0.011494248715306372,0.012571744218637831,0.0034810883305754683,0.10649828868482827,0.5285233568777622,0.14584478233598522,0.0002752089332605142,0.0001032191768385353,0.0009892020120788475,0.024481132755333018,0.010912617838941516,0.002416221837401247,0.03399718335031249,2.6083324064773684e-06,0.03010731807326747,0.006680306570330984,0.0070821834900685774,0.020358137489114733,0.0007598983265004839,1.344264559093355e-07,0.007507221835465346,0.0027343811091552245,0.004384594482566513,0.001136503373225968,0.001136503373225968,0.01332062945077114,0.003220952270247962,0.046265087976558726,0.005089769639190293,1.0,0.06376332982733557,0.01735164827981721,1.0
Joint attention:props,6.39719646704728e-06,0.0009791707776916254,0.0013578621555234676,0.22501979584952786,0.43932876716269464,0.0006742470764205056,0.019017360543537677,0.012993358929320036,0.017728282897004656,0.0029445724457885267,0.023643163232588867,0.0013738328814428438,0.016293437627233866,0.0014696365530176686,0.011823904413517874,0.006406915368061757,7.356958219555948e-06,0.005872375941269178,0.0004958618254672528,0.00023046335955949218,0.17065154440476582,0.15526718905153505,0.2901422545633314,0.08440608682615537,0.008709868580897083,0.0008296467816690545,0.0006010766727342868,0.001143263709414793,0.032375669206240035,0.13984429357398934,0.004533176253217811,0.0209854868209782,0.01646396807497668,0.04546886209472067,0.01486723514038259,0.003457111881505531,0.0016091828970035429,0.029747723476454706,0.04005149427848422,0.006003493924042806,0.0009791707776916254,0.0009791707776916254,1.17955194548401e-05,0.003307050724357709,0.004229853835467912,0.0009346363475206952,0.07158392665183078,1.0,0.0149395515048967,1.0
