,Child utterance,Child gaze,Child affect,Child gesture,Child affective touch,Parent utterance,Verbal scaffolding,Non-verbal scaffolding,Parent gaze,Parent affect,Parent gesture,Parent affective touch,Child prop manipulation,Parent prop manipulation,robot pointing,robot text,start-end,Conversational turns,Joint attention,Mutual gaze,time
291,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,148.86
292,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,149.36
293,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,149.86
294,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,150.36
295,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,150.86
296,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,151.36
297,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,151.86
298,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,152.36
299,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,152.86
300,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,153.36
301,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,153.86
302,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,154.36
303,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,154.86
304,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,155.36
305,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,155.86
306,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,156.36
307,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,156.86
308,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,157.36
309,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,157.86
310,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,158.36
311,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,158.86
312,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,159.36
313,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,159.86
314,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,160.36
315,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,160.86
316,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,161.36
317,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,161.86
318,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,162.36
319,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,162.86
320,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,163.36
321,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,163.86
322,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,164.36
323,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,164.86
324,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,165.36
325,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,165.86
326,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,166.36
327,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,166.86
328,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,167.36
329,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,167.86
330,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,168.36
331,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,168.86
332,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,169.36
333,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,169.86
334,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,170.36
335,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,170.86
336,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,171.36
337,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,171.86
338,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,172.36
339,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,172.86
340,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,173.36
341,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,173.86
342,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,174.36
343,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,174.86
344,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,175.36
345,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,175.86
346,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,176.36
347,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,176.86
348,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,177.36
349,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,177.86
350,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,178.36
351,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,178.86
352,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,179.36
353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,179.86
354,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,180.36
355,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,180.86
356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,181.36
357,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,181.86
358,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,182.36
359,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,182.86
360,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,183.36
361,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,183.86
362,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,184.36
363,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,184.86
364,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,185.36
365,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,185.86
366,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,186.36
367,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,186.86
368,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,187.36
369,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,187.86
370,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,188.36
371,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,188.86
372,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,189.36
373,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,189.86
374,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,190.36
375,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,190.86
376,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,191.36
377,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,191.86
378,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,192.36
379,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,192.86
380,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,193.36
381,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,193.86
382,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,194.36
383,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,194.86
384,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,195.36
385,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,195.86
386,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,196.36
387,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,196.86
388,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,197.36
389,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,197.86
390,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,198.36
391,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,198.86
392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,199.36
393,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,199.86
394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,200.36
395,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,200.86
396,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,201.36
397,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,201.86
398,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,202.36
399,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,202.86
400,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,203.36
401,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,203.86
402,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,204.36
403,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,204.86
404,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,205.36
405,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,205.86
406,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,206.36
407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,206.86
408,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,207.36
409,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,207.86
410,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,208.36
411,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,208.86
412,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,209.36
413,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,209.86
414,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,210.36
415,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,210.86
416,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,211.36
417,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,211.86
418,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,212.36
419,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,212.86
420,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,213.36
421,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,213.86
422,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,214.36
423,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,214.86
424,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,215.36
425,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,215.86
426,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,216.36
427,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,216.86
428,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,217.36
429,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,217.86
430,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,218.36
431,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,218.86
432,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,219.36
433,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,219.86
434,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,220.36
435,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,220.86
436,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,221.36
437,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,221.86
438,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,222.36
439,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,222.86
440,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,223.36
441,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,223.86
442,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,224.36
443,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,224.86
444,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,225.36
445,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,225.86
446,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,226.36
447,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,226.86
448,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,227.36
449,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,227.86
450,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,228.36
451,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,228.86
452,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,229.36
453,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,229.86
454,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,230.36
455,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,230.86
456,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,231.36
457,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,231.86
458,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,232.36
459,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,232.86
460,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,233.36
461,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,233.86
462,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,234.36
463,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,234.86
464,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,235.36
465,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,235.86
466,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,236.36
467,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,236.86
468,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,237.36
469,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,237.86
470,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,238.36
471,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,238.86
472,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,239.36
473,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,239.86
474,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,240.36
475,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,240.86
476,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,241.36
477,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,241.86
478,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,242.36
479,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,242.86
480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,243.36
481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,243.86
482,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,244.36
483,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,244.86
484,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,245.36
485,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,245.86
486,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,246.36
487,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,246.86
488,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,247.36
489,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,247.86
490,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,248.36
491,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,248.86
492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,249.36
493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,249.86
494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,250.36
495,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,250.86
496,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,251.36
497,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,251.86
498,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,252.36
499,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,252.86
500,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,253.36
501,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,253.86
502,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,254.36
503,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,254.86
504,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,255.36
505,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,255.86
506,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,256.36
507,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,256.86
508,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,257.36
509,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,257.86
510,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,258.36
511,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,258.86
512,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,259.36
513,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,259.86
514,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,260.36
515,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,260.86
516,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,261.36
517,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,261.86
518,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,262.36
519,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,262.86
520,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,263.36
521,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,263.86
522,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,264.36
523,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,264.86
524,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,265.36
525,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,265.86
526,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,266.36
527,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,266.86
528,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,267.36
529,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,267.86
530,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,268.36
531,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,268.86
532,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,269.36
533,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,269.86
534,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,270.36
535,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,270.86
536,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,271.36
537,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,271.86
538,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,272.36
539,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,272.86
540,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,273.36
541,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,273.86
542,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,274.36
543,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,274.86
544,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,275.36
545,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,275.86
546,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,276.36
547,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,276.86
548,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,277.36
549,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,277.86
550,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,278.36
551,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,278.86
552,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,279.36
553,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,279.86
554,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,280.36
555,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,280.86
556,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,281.36
557,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,281.86
558,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,282.36
559,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,282.86
560,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,283.36
561,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,283.86
562,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,284.36
563,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,284.86
564,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,285.36
565,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,285.86
566,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,286.36
567,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,286.86
568,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,287.36
569,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,287.86
570,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,288.36
571,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,288.86
572,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,289.36
573,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,289.86
574,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,290.36
575,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,290.86
576,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,291.36
577,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,291.86
578,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,292.36
579,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,292.86
580,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,293.36
581,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,293.86
582,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,294.36
583,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,294.86
584,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,295.36
585,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,295.86
586,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,296.36
587,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,296.86
588,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,297.36
589,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,297.86
590,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,298.36
591,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,298.86
