,action,who,s_time,e_time,t_time,sub_action,action:sub_action
183,Parent utterance,Parent,309.555,309.558,0.003,utterance,Parent utterance:utterance
184,Parent utterance,Parent,315.023,316.223,1.2,utterance,Parent utterance:utterance
185,Parent utterance,Parent,317.092,318.302,1.21,utterance utterance,Parent utterance:utterance utterance
186,Parent utterance,Parent,323.454,325.294,1.84,utterance,Parent utterance:utterance
187,Parent utterance,Parent,329.832,330.932,1.1,utterance,Parent utterance:utterance
188,Parent utterance,Parent,331.731,332.831,1.1,utterance,Parent utterance:utterance
189,Parent utterance,Parent,338.737,340.637,1.9,utterance,Parent utterance:utterance
190,Parent utterance,Parent,341.205,342.345,1.14,utterance,Parent utterance:utterance
191,Parent utterance,Parent,350.503,352.403,1.9,utterance,Parent utterance:utterance
192,Parent utterance,Parent,355.051,358.891,3.84,utterance,Parent utterance:utterance
193,Parent utterance,Parent,359.453,361.773,2.32,utterance,Parent utterance:utterance
194,Parent utterance,Parent,364.552,364.952,0.4,utterance,Parent utterance:utterance
195,Parent utterance,Parent,370.821,372.301,1.48,utterance,Parent utterance:utterance
196,Parent utterance,Parent,375.66,377.34,1.68,utterance,Parent utterance:utterance
197,Parent utterance,Parent,379.277,382.157,2.88,utterance,Parent utterance:utterance
198,Parent utterance,Parent,387.02,387.78,0.76,utterance,Parent utterance:utterance
199,Parent utterance,Parent,389.098,390.258,1.16,utterance,Parent utterance:utterance
200,Parent utterance,Parent,401.099,402.959,1.86,utterance,Parent utterance:utterance
201,Parent utterance,Parent,415.281,415.94100000000003,0.66,utterance,Parent utterance:utterance
202,Parent utterance,Parent,423.529,426.229,2.7,utterance,Parent utterance:utterance
203,Parent utterance,Parent,427.847,432.167,4.32,utterance,Parent utterance:utterance
204,Parent utterance,Parent,432.885,434.745,1.86,utterance,Parent utterance:utterance
205,Parent utterance,Parent,437.124,441.544,4.42,utterance,Parent utterance:utterance
206,Parent utterance,Parent,442.413,445.773,3.36,utterance,Parent utterance:utterance
207,Parent utterance,Parent,448.199,450.439,2.24,utterance,Parent utterance:utterance
208,Parent utterance,Parent,452.818,454.658,1.84,utterance,Parent utterance:utterance
209,Parent utterance,Parent,456.918,458.598,1.68,utterance,Parent utterance:utterance
210,Parent utterance,Parent,460.618,461.338,0.72,utterance,Parent utterance:utterance
211,Parent utterance,Parent,464.387,466.747,2.36,utterance,Parent utterance:utterance
212,Parent utterance,Parent,470.53499999999997,472.275,1.74,utterance,Parent utterance:utterance
213,Verbal scaffolding,Parent,12.615,15.055,2.44,cognitive,Verbal scaffolding:cognitive
214,Verbal scaffolding,Parent,70.70400000000001,71.197,0.493,instruction translation,Verbal scaffolding:instruction translation
215,Verbal scaffolding,Parent,72.39,72.78999999999999,0.4,instruction translation,Verbal scaffolding:instruction translation
216,Verbal scaffolding,Parent,74.81700000000001,75.51,0.693,instruction translation,Verbal scaffolding:instruction translation
217,Verbal scaffolding,Parent,76.883,77.68299999999999,0.8,instruction translation,Verbal scaffolding:instruction translation
218,Verbal scaffolding,Parent,78.803,79.68299999999999,0.88,instruction translation,Verbal scaffolding:instruction translation
219,Verbal scaffolding,Parent,81.483,83.083,1.6,cognitive,Verbal scaffolding:cognitive
220,Verbal scaffolding,Parent,86.123,86.663,0.54,instruction translation,Verbal scaffolding:instruction translation
221,Verbal scaffolding,Parent,89.493,91.873,2.38,cognitive,Verbal scaffolding:cognitive
222,Verbal scaffolding,Parent,93.963,95.12299999999999,1.16,cognitive,Verbal scaffolding:cognitive
223,Verbal scaffolding,Parent,103.863,105.483,1.62,cognitive,Verbal scaffolding:cognitive
224,Verbal scaffolding,Parent,106.033,107.193,1.16,cognitive,Verbal scaffolding:cognitive
225,Verbal scaffolding,Parent,110.333,112.15299999999999,1.82,cognitive,Verbal scaffolding:cognitive
226,Verbal scaffolding,Parent,116.443,118.023,1.58,cognitive,Verbal scaffolding:cognitive
227,Verbal scaffolding,Parent,118.40299999999999,119.82300000000001,1.42,cognitive,Verbal scaffolding:cognitive
228,Verbal scaffolding,Parent,124.713,125.593,0.88,affective,Verbal scaffolding:affective
229,Verbal scaffolding,Parent,136.92000000000002,140.78,3.86,cognitive,Verbal scaffolding:cognitive
230,Verbal scaffolding,Parent,141.91,142.99,1.08,affective,Verbal scaffolding:affective
231,Verbal scaffolding,Parent,146.49,147.93,1.44,cognitive,Verbal scaffolding:cognitive
232,Verbal scaffolding,Parent,149.73,151.25,1.52,cognitive,Verbal scaffolding:cognitive
233,Verbal scaffolding,Parent,152.59,153.32999999999998,0.74,cognitive,Verbal scaffolding:cognitive
234,Verbal scaffolding,Parent,159.46,161.24,1.78,cognitive,Verbal scaffolding:cognitive
235,Verbal scaffolding,Parent,162.92000000000002,166.07999999999998,3.16,cognitive,Verbal scaffolding:cognitive
236,Verbal scaffolding,Parent,175.71,177.01,1.3,cognitive,Verbal scaffolding:cognitive
237,Verbal scaffolding,Parent,178.97,179.61,0.64,affective,Verbal scaffolding:affective
238,Verbal scaffolding,Parent,183.18,185.2,2.02,cognitive,Verbal scaffolding:cognitive
239,Verbal scaffolding,Parent,187.15,188.51,1.36,cognitive,Verbal scaffolding:cognitive
240,Verbal scaffolding,Parent,190.07,192.03,1.96,cognitive,Verbal scaffolding:cognitive
241,Verbal scaffolding,Parent,192.71,193.39,0.68,affective,Verbal scaffolding:affective
242,Verbal scaffolding,Parent,202.77,206.25,3.48,cognitive,Verbal scaffolding:cognitive
243,Verbal scaffolding,Parent,214.06,215.48,1.42,cognitive,Verbal scaffolding:cognitive
244,Verbal scaffolding,Parent,223.98,225.68,1.7,cognitive,Verbal scaffolding:cognitive
245,Verbal scaffolding,Parent,245.9,247.8,1.9,cognitive,Verbal scaffolding:cognitive
246,Verbal scaffolding,Parent,265.078,266.438,1.36,cognitive,Verbal scaffolding:cognitive
247,Verbal scaffolding,Parent,269.532,274.932,5.4,affective,Verbal scaffolding:affective
248,Verbal scaffolding,Parent,275.341,276.281,0.94,cognitive,Verbal scaffolding:cognitive
249,Verbal scaffolding,Parent,277.59000000000003,278.45,0.86,cognitive,Verbal scaffolding:cognitive
250,Verbal scaffolding,Parent,278.939,282.579,3.64,cognitive,Verbal scaffolding:cognitive
251,Verbal scaffolding,Parent,283.978,287.258,3.28,cognitive,Verbal scaffolding:cognitive
252,Verbal scaffolding,Parent,298.513,299.873,1.36,cognitive,Verbal scaffolding:cognitive
253,Verbal scaffolding,Parent,308.515,309.555,1.04,cognitive,Verbal scaffolding:cognitive
254,Verbal scaffolding,Parent,315.023,316.223,1.2,cognitive,Verbal scaffolding:cognitive
255,Verbal scaffolding,Parent,317.092,318.302,1.21,cognitive,Verbal scaffolding:cognitive
256,Verbal scaffolding,Parent,323.454,325.294,1.84,cognitive,Verbal scaffolding:cognitive
257,Verbal scaffolding,Parent,329.832,330.932,1.1,cognitive,Verbal scaffolding:cognitive
258,Verbal scaffolding,Parent,331.731,332.831,1.1,cognitive,Verbal scaffolding:cognitive
259,Verbal scaffolding,Parent,338.737,340.637,1.9,cognitive,Verbal scaffolding:cognitive
260,Verbal scaffolding,Parent,341.205,342.345,1.14,cognitive,Verbal scaffolding:cognitive
261,Verbal scaffolding,Parent,355.051,358.891,3.84,cognitive,Verbal scaffolding:cognitive
262,Verbal scaffolding,Parent,359.453,361.773,2.32,cognitive,Verbal scaffolding:cognitive
263,Verbal scaffolding,Parent,370.821,372.301,1.48,cognitive,Verbal scaffolding:cognitive
264,Verbal scaffolding,Parent,375.66,377.34,1.68,cognitive,Verbal scaffolding:cognitive
265,Verbal scaffolding,Parent,379.277,382.157,2.88,affective,Verbal scaffolding:affective
266,Verbal scaffolding,Parent,387.02,387.78,0.76,affective,Verbal scaffolding:affective
267,Verbal scaffolding,Parent,389.098,390.258,1.16,cognitive,Verbal scaffolding:cognitive
268,Verbal scaffolding,Parent,401.099,402.959,1.86,cognitive,Verbal scaffolding:cognitive
269,Verbal scaffolding,Parent,415.281,415.94100000000003,0.66,cognitive,Verbal scaffolding:cognitive
270,Verbal scaffolding,Parent,423.529,426.229,2.7,cognitive,Verbal scaffolding:cognitive
271,Verbal scaffolding,Parent,427.847,432.167,4.32,cognitive,Verbal scaffolding:cognitive
272,Verbal scaffolding,Parent,432.885,434.745,1.86,cognitive,Verbal scaffolding:cognitive
273,Verbal scaffolding,Parent,437.124,441.544,4.42,cognitive,Verbal scaffolding:cognitive
274,Verbal scaffolding,Parent,448.199,450.439,2.24,cognitive,Verbal scaffolding:cognitive
275,Non-verbal scaffolding,Parent,110.42,111.14,0.72,cognitive,Non-verbal scaffolding:cognitive
276,Non-verbal scaffolding,Parent,140.82,141.5,0.68,cognitive,Non-verbal scaffolding:cognitive
277,Non-verbal scaffolding,Parent,159.9,164.9,5.0,affective,Non-verbal scaffolding:affective
278,Non-verbal scaffolding,Parent,168.72,174.68,5.96,affective,Non-verbal scaffolding:affective
279,Non-verbal scaffolding,Parent,183.38,184.82,1.44,affective,Non-verbal scaffolding:affective
280,Non-verbal scaffolding,Parent,194.992,198.192,3.2,affective,Non-verbal scaffolding:affective
281,Non-verbal scaffolding,Parent,219.119,221.399,2.28,affective,Non-verbal scaffolding:affective
282,Non-verbal scaffolding,Parent,222.579,228.179,5.6,affective,Non-verbal scaffolding:affective
283,Non-verbal scaffolding,Parent,230.659,232.539,1.88,affective,Non-verbal scaffolding:affective
284,Non-verbal scaffolding,Parent,233.228,234.108,0.88,technical,Non-verbal scaffolding:technical
285,Non-verbal scaffolding,Parent,235.228,239.188,3.96,affective,Non-verbal scaffolding:affective
286,Non-verbal scaffolding,Parent,239.768,240.648,0.88,technical,Non-verbal scaffolding:technical
287,Non-verbal scaffolding,Parent,240.848,241.368,0.52,technical,Non-verbal scaffolding:technical
288,Non-verbal scaffolding,Parent,306.968,308.168,1.2,cognitive,Non-verbal scaffolding:cognitive
289,Non-verbal scaffolding,Parent,339.2,339.48,0.28,cognitive,Non-verbal scaffolding:cognitive
290,Non-verbal scaffolding,Parent,356.18,358.34000000000003,2.16,cognitive,Non-verbal scaffolding:cognitive
291,Non-verbal scaffolding,Parent,366.1,368.18,2.08,cognitive,Non-verbal scaffolding:cognitive
292,Non-verbal scaffolding,Parent,384.66,390.38,5.72,affective,Non-verbal scaffolding:affective
293,Non-verbal scaffolding,Parent,405.34000000000003,410.78,5.44,affective,Non-verbal scaffolding:affective
294,Non-verbal scaffolding,Parent,411.30899999999997,411.909,0.6,technical,Non-verbal scaffolding:technical
295,Non-verbal scaffolding,Parent,418.15999999999997,422.08,3.92,affective,Non-verbal scaffolding:affective
296,Parent gaze,Parent,3.36,5.36,2.0,child,Parent gaze:child
297,Parent gaze,Parent,5.44,6.24,0.8,robot,Parent gaze:robot
298,Parent gaze,Parent,6.36,8.64,2.28,child,Parent gaze:child
299,Parent gaze,Parent,8.72,10.4,1.68,robot,Parent gaze:robot
300,Parent gaze,Parent,10.48,16.72,6.24,child,Parent gaze:child
301,Parent gaze,Parent,16.84,19.8,2.96,robot,Parent gaze:robot
302,Parent gaze,Parent,19.92,33.92,14.0,child,Parent gaze:child
303,Parent gaze,Parent,34.08,37.96,3.88,robot,Parent gaze:robot
304,Parent gaze,Parent,38.1,41.06,2.96,child,Parent gaze:child
305,Parent gaze,Parent,41.18,52.7,11.52,robot,Parent gaze:robot
306,Parent gaze,Parent,52.86,55.02,2.16,child,Parent gaze:child
307,Parent gaze,Parent,55.18,60.46,5.28,robot,Parent gaze:robot
308,Parent gaze,Parent,60.54,64.5,3.96,child,Parent gaze:child
309,Parent gaze,Parent,64.56,78.68,14.12,robot,Parent gaze:robot
310,Parent gaze,Parent,78.82,80.14,1.32,child,Parent gaze:child
311,Parent gaze,Parent,80.6,81.24,0.64,robot,Parent gaze:robot
312,Parent gaze,Parent,81.32,83.56,2.24,child,Parent gaze:child
313,Parent gaze,Parent,83.6,85.36,1.76,robot,Parent gaze:robot
314,Parent gaze,Parent,85.44,87.24,1.8,child,Parent gaze:child
315,Parent gaze,Parent,87.38,88.46000000000001,1.08,robot,Parent gaze:robot
316,Parent gaze,Parent,88.6,99.75999999999999,11.16,child,Parent gaze:child
317,Parent gaze,Parent,99.94,103.38,3.44,robot,Parent gaze:robot
318,Parent gaze,Parent,103.58,106.06,2.48,child,Parent gaze:child
319,Parent gaze,Parent,106.18,110.82,4.64,props,Parent gaze:props
320,Parent gaze,Parent,112.9,126.54,13.64,child,Parent gaze:child
321,Parent gaze,Parent,127.56,131.04,3.48,robot or prop,Parent gaze:robot or prop
322,Parent gaze,Parent,131.18,136.26,5.08,child,Parent gaze:child
323,Parent gaze,Parent,136.36,140.68,4.32,robot,Parent gaze:robot
324,Parent gaze,Parent,140.8,144.36,3.56,props,Parent gaze:props
325,Parent gaze,Parent,144.57999999999998,153.42000000000002,8.84,child,Parent gaze:child
326,Parent gaze,Parent,153.56,157.64,4.08,robot,Parent gaze:robot
327,Parent gaze,Parent,157.76,160.4,2.64,child,Parent gaze:child
328,Parent gaze,Parent,160.56,167.28,6.72,props,Parent gaze:props
329,Parent gaze,Parent,167.4,169.62,2.22,child,Parent gaze:child
330,Parent gaze,Parent,169.62,169.82,0.2,robot,Parent gaze:robot
331,Parent gaze,Parent,169.84,171.88,2.04,child,Parent gaze:child
332,Parent gaze,Parent,172.0,172.92000000000002,0.92,robot,Parent gaze:robot
333,Parent gaze,Parent,173.1,174.38,1.28,child,Parent gaze:child
334,Parent gaze,Parent,174.46,186.34,11.88,robot or prop,Parent gaze:robot or prop
335,Parent gaze,Parent,186.4,188.48,2.08,child,Parent gaze:child
336,Parent gaze,Parent,188.64,208.8,20.16,props,Parent gaze:props
337,Parent gaze,Parent,208.88,213.96,5.08,robot,Parent gaze:robot
338,Parent gaze,Parent,214.14,215.46,1.32,child,Parent gaze:child
339,Parent gaze,Parent,215.52,226.24,10.72,props,Parent gaze:props
