,col base,action base,col count,action count,hist,bins
52,action,Child affect,sub_action,utterance utterance,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
53,action,Child affect,action:sub_action,Child affect:positive 1,[4 7 2 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
54,action,Child affect,action:sub_action,Child affect:positive 2,[1 1 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
55,action,Child affect,action:sub_action,Child affective touch:affective touch,[0 0 1 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
56,action,Child affect,action:sub_action,Child gaze:parent,[0 1 0 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
57,action,Child affect,action:sub_action,Child gaze:props,[0 1 4 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
58,action,Child affect,action:sub_action,Child gaze:robot,[2 2 1 1 2 1 0],[-3 -2 -1  0  1  2  3  4]
59,action,Child affect,action:sub_action,Child gaze:robot or prop,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
60,action,Child affect,action:sub_action,Child gesture:point at prop,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
61,action,Child affect,action:sub_action,Child prop manipulation:child,[0 1 0 0 1 0 3],[-3 -2 -1  0  1  2  3  4]
62,action,Child affect,action:sub_action,Child utterance:not sure,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
63,action,Child affect,action:sub_action,Child utterance:other vocalization,[0 2 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
64,action,Child affect,action:sub_action,Child utterance:utterance,[7 7 1 3 1 5 0],[-3 -2 -1  0  1  2  3  4]
65,action,Child affect,action:sub_action,Conversational turns:CP,[5 8 1 2 1 5 0],[-3 -2 -1  0  1  2  3  4]
66,action,Child affect,action:sub_action,Conversational turns:CPC,[4 3 1 1 0 3 0],[-3 -2 -1  0  1  2  3  4]
67,action,Child affect,action:sub_action,Conversational turns:PC,[0 1 3 2 1 0 1],[-3 -2 -1  0  1  2  3  4]
68,action,Child affect,action:sub_action,Conversational turns:PCP,[0 1 3 2 1 0 1],[-3 -2 -1  0  1  2  3  4]
69,action,Child affect,action:sub_action,Joint attention:props,[0 1 1 2 1 1 0],[-3 -2 -1  0  1  2  3  4]
70,action,Child affect,action:sub_action,Joint attention:robot,[2 2 3 1 0 3 3],[-3 -2 -1  0  1  2  3  4]
71,action,Child affect,action:sub_action,Mutual gaze:MG,[0 1 0 0 0 1 1],[-3 -2 -1  0  1  2  3  4]
72,action,Child affect,action:sub_action,Non-verbal scaffolding:affective,[2 2 0 0 2 0 1],[-3 -2 -1  0  1  2  3  4]
73,action,Child affect,action:sub_action,Non-verbal scaffolding:cognitive,[0 1 1 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
74,action,Child affect,action:sub_action,Non-verbal scaffolding:technical,[0 0 0 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
75,action,Child affect,action:sub_action,Parent affect:positive 1,[2 3 0 0 0 3 3],[-3 -2 -1  0  1  2  3  4]
76,action,Child affect,action:sub_action,Parent affect:positive 2,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
77,action,Child affect,action:sub_action,Parent affect:positive 3,[0 0 0 2 0 0 0],[-3 -2 -1  0  1  2  3  4]
78,action,Child affect,action:sub_action,Parent affective touch:affective touch,[3 4 1 3 1 1 1],[-3 -2 -1  0  1  2  3  4]
79,action,Child affect,action:sub_action,Parent gaze:child,[1 3 1 3 1 0 1],[-3 -2 -1  0  1  2  3  4]
80,action,Child affect,action:sub_action,Parent gaze:props,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
81,action,Child affect,action:sub_action,Parent gaze:robot,[1 2 2 0 2 1 3],[-3 -2 -1  0  1  2  3  4]
82,action,Child affect,action:sub_action,Parent gaze:robot or prop,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
83,action,Child affect,action:sub_action,Parent gesture:point at prop,[0 0 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
84,action,Child affect,action:sub_action,Parent prop manipulation:parent,[0 1 0 0 2 1 1],[-3 -2 -1  0  1  2  3  4]
85,action,Child affect,action:sub_action,Parent utterance:missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
86,action,Child affect,action:sub_action,Parent utterance:utterance,[1 2 7 6 3 2 1],[-3 -2 -1  0  1  2  3  4]
87,action,Child affect,action:sub_action,Parent utterance:utterance utterance,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
88,action,Child affect,action:sub_action,Verbal scaffolding:affective,[0 0 1 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
89,action,Child affect,action:sub_action,Verbal scaffolding:cognitive,[0 1 4 0 3 1 0],[-3 -2 -1  0  1  2  3  4]
90,action,Child affect,action:sub_action,Verbal scaffolding:instruction translation,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
91,action,Child affect,action:sub_action,robot pointing:point at prop,[0 0 1 0 0 2 0],[-3 -2 -1  0  1  2  3  4]
92,action,Child affect,action:sub_action,robot text:correction,[0 0 1 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
93,action,Child affect,action:sub_action,robot text:other,[0 1 0 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
94,action,Child affect,action:sub_action,robot text:pick up,[0 1 0 1 0 2 2],[-3 -2 -1  0  1  2  3  4]
95,action,Child affect,action:sub_action,robot text:positive feedback,[1 0 1 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
96,action,Child affect,action:sub_action,robot text:put down,[2 0 3 2 1 0 3],[-3 -2 -1  0  1  2  3  4]
97,action,Child affect,action:sub_action,robot text:song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
98,action,Child affect,action:sub_action,robot text:teach,[0 0 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
99,action,Child affect,action:sub_action,robot text:try again,[1 0 2 0 0 1 1],[-3 -2 -1  0  1  2  3  4]
100,action,Child affect,action:sub_action,start-end:end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
101,action,Child affect,action:sub_action,start-end:start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
102,action,Child affective touch,action,Child affect,[0 0 2 1 0 0 2],[-3 -2 -1  0  1  2  3  4]
103,action,Child affective touch,action,Child gaze,[0 1 2 1 0 2 2],[-3 -2 -1  0  1  2  3  4]
104,action,Child affective touch,action,Child gesture,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
105,action,Child affective touch,action,Child prop manipulation,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
106,action,Child affective touch,action,Child utterance,[1 1 0 1 2 1 2],[-3 -2 -1  0  1  2  3  4]
107,action,Child affective touch,action,Conversational turns,[2 2 4 4 7 5 4],[-3 -2 -1  0  1  2  3  4]
108,action,Child affective touch,action,Joint attention,[1 1 2 0 0 0 2],[-3 -2 -1  0  1  2  3  4]
109,action,Child affective touch,action,Mutual gaze,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
110,action,Child affective touch,action,Non-verbal scaffolding,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
111,action,Child affective touch,action,Parent affect,[1 0 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
112,action,Child affective touch,action,Parent affective touch,[0 0 0 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
113,action,Child affective touch,action,Parent gaze,[1 0 4 0 0 1 2],[-3 -2 -1  0  1  2  3  4]
114,action,Child affective touch,action,Parent gesture,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
115,action,Child affective touch,action,Parent prop manipulation,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
116,action,Child affective touch,action,Parent utterance,[0 0 3 2 2 2 1],[-3 -2 -1  0  1  2  3  4]
117,action,Child affective touch,action,Verbal scaffolding,[0 0 2 1 2 1 0],[-3 -2 -1  0  1  2  3  4]
118,action,Child affective touch,action,robot pointing,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
119,action,Child affective touch,action,robot text,[1 1 2 0 2 2 2],[-3 -2 -1  0  1  2  3  4]
120,action,Child affective touch,action,start-end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
121,action,Child affective touch,sub_action,CP,[1 1 0 1 2 1 2],[-3 -2 -1  0  1  2  3  4]
122,action,Child affective touch,sub_action,CPC,[1 1 0 1 1 0 2],[-3 -2 -1  0  1  2  3  4]
123,action,Child affective touch,sub_action,MG,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
124,action,Child affective touch,sub_action,PC,[0 0 2 1 2 2 0],[-3 -2 -1  0  1  2  3  4]
125,action,Child affective touch,sub_action,PCP,[0 0 2 1 2 2 0],[-3 -2 -1  0  1  2  3  4]
126,action,Child affective touch,sub_action,affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
127,action,Child affective touch,sub_action,affective touch,[0 1 0 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
128,action,Child affective touch,sub_action,child,[0 0 1 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
129,action,Child affective touch,sub_action,cognitive,[0 0 2 1 2 2 0],[-3 -2 -1  0  1  2  3  4]
130,action,Child affective touch,sub_action,correction,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
131,action,Child affective touch,sub_action,end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
132,action,Child affective touch,sub_action,instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
133,action,Child affective touch,sub_action,missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
134,action,Child affective touch,sub_action,not sure,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
135,action,Child affective touch,sub_action,other,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
136,action,Child affective touch,sub_action,other vocalization,[0 0 0 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
137,action,Child affective touch,sub_action,parent,[0 0 0 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
138,action,Child affective touch,sub_action,pick up,[0 0 0 0 1 2 1],[-3 -2 -1  0  1  2  3  4]
139,action,Child affective touch,sub_action,point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
140,action,Child affective touch,sub_action,positive 1,[1 0 3 1 0 0 2],[-3 -2 -1  0  1  2  3  4]
141,action,Child affective touch,sub_action,positive 2,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
142,action,Child affective touch,sub_action,positive 3,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
143,action,Child affective touch,sub_action,positive feedback,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
144,action,Child affective touch,sub_action,props,[0 2 3 0 0 0 3],[-3 -2 -1  0  1  2  3  4]
145,action,Child affective touch,sub_action,put down,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
146,action,Child affective touch,sub_action,robot,[2 0 4 0 0 2 3],[-3 -2 -1  0  1  2  3  4]
147,action,Child affective touch,sub_action,robot or prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
148,action,Child affective touch,sub_action,song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
149,action,Child affective touch,sub_action,start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
150,action,Child affective touch,sub_action,teach,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
151,action,Child affective touch,sub_action,technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
152,action,Child affective touch,sub_action,try again,[0 1 1 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
153,action,Child affective touch,sub_action,utterance,[1 1 3 2 3 3 3],[-3 -2 -1  0  1  2  3  4]
154,action,Child affective touch,sub_action,utterance utterance,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
155,action,Child affective touch,action:sub_action,Child affect:positive 1,[0 0 2 1 0 0 2],[-3 -2 -1  0  1  2  3  4]
156,action,Child affective touch,action:sub_action,Child affect:positive 2,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
157,action,Child affective touch,action:sub_action,Child affective touch:affective touch,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
158,action,Child affective touch,action:sub_action,Child gaze:parent,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
159,action,Child affective touch,action:sub_action,Child gaze:props,[0 1 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
160,action,Child affective touch,action:sub_action,Child gaze:robot,[0 0 2 0 0 2 1],[-3 -2 -1  0  1  2  3  4]
161,action,Child affective touch,action:sub_action,Child gaze:robot or prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
162,action,Child affective touch,action:sub_action,Child gesture:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
163,action,Child affective touch,action:sub_action,Child prop manipulation:child,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
164,action,Child affective touch,action:sub_action,Child utterance:not sure,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
165,action,Child affective touch,action:sub_action,Child utterance:other vocalization,[0 0 0 1 1 0 0],[-3 -2 -1  0  1  2  3  4]
166,action,Child affective touch,action:sub_action,Child utterance:utterance,[1 1 0 0 1 1 2],[-3 -2 -1  0  1  2  3  4]
167,action,Child affective touch,action:sub_action,Conversational turns:CP,[1 1 0 1 2 1 2],[-3 -2 -1  0  1  2  3  4]
168,action,Child affective touch,action:sub_action,Conversational turns:CPC,[1 1 0 1 1 0 2],[-3 -2 -1  0  1  2  3  4]
169,action,Child affective touch,action:sub_action,Conversational turns:PC,[0 0 2 1 2 2 0],[-3 -2 -1  0  1  2  3  4]
170,action,Child affective touch,action:sub_action,Conversational turns:PCP,[0 0 2 1 2 2 0],[-3 -2 -1  0  1  2  3  4]
171,action,Child affective touch,action:sub_action,Joint attention:props,[0 1 1 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
172,action,Child affective touch,action:sub_action,Joint attention:robot,[1 0 1 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
173,action,Child affective touch,action:sub_action,Mutual gaze:MG,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
174,action,Child affective touch,action:sub_action,Non-verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
175,action,Child affective touch,action:sub_action,Non-verbal scaffolding:cognitive,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
176,action,Child affective touch,action:sub_action,Non-verbal scaffolding:technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
177,action,Child affective touch,action:sub_action,Parent affect:positive 1,[1 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
178,action,Child affective touch,action:sub_action,Parent affect:positive 2,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
179,action,Child affective touch,action:sub_action,Parent affect:positive 3,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
180,action,Child affective touch,action:sub_action,Parent affective touch:affective touch,[0 0 0 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
181,action,Child affective touch,action:sub_action,Parent gaze:child,[0 0 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
182,action,Child affective touch,action:sub_action,Parent gaze:props,[0 0 2 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
183,action,Child affective touch,action:sub_action,Parent gaze:robot,[1 0 1 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
184,action,Child affective touch,action:sub_action,Parent gaze:robot or prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
185,action,Child affective touch,action:sub_action,Parent gesture:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
186,action,Child affective touch,action:sub_action,Parent prop manipulation:parent,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
187,action,Child affective touch,action:sub_action,Parent utterance:missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
188,action,Child affective touch,action:sub_action,Parent utterance:utterance,[0 0 3 2 2 2 1],[-3 -2 -1  0  1  2  3  4]
189,action,Child affective touch,action:sub_action,Parent utterance:utterance utterance,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
190,action,Child affective touch,action:sub_action,Verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
191,action,Child affective touch,action:sub_action,Verbal scaffolding:cognitive,[0 0 2 1 2 1 0],[-3 -2 -1  0  1  2  3  4]
192,action,Child affective touch,action:sub_action,Verbal scaffolding:instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
193,action,Child affective touch,action:sub_action,robot pointing:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
194,action,Child affective touch,action:sub_action,robot text:correction,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
195,action,Child affective touch,action:sub_action,robot text:other,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
196,action,Child affective touch,action:sub_action,robot text:pick up,[0 0 0 0 1 2 1],[-3 -2 -1  0  1  2  3  4]
197,action,Child affective touch,action:sub_action,robot text:positive feedback,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
198,action,Child affective touch,action:sub_action,robot text:put down,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
199,action,Child affective touch,action:sub_action,robot text:song,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
200,action,Child affective touch,action:sub_action,robot text:teach,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
201,action,Child affective touch,action:sub_action,robot text:try again,[0 1 1 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
202,action,Child affective touch,action:sub_action,start-end:end,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
203,action,Child affective touch,action:sub_action,start-end:start,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
204,action,Child gaze,action,Child affect,[5 3 3 5 3 2 2],[-3 -2 -1  0  1  2  3  4]
205,action,Child gaze,action,Child affective touch,[0 0 3 1 0 1 4],[-3 -2 -1  0  1  2  3  4]
206,action,Child gaze,action,Child gesture,[1 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
207,action,Child gaze,action,Child prop manipulation,[2 7 0 4 2 3 2],[-3 -2 -1  0  1  2  3  4]
208,action,Child gaze,action,Child utterance,[10  3 11  6  3  5  5],[-3 -2 -1  0  1  2  3  4]
209,action,Child gaze,action,Conversational turns,[19 20 24 22 13 18 14],[-3 -2 -1  0  1  2  3  4]
210,action,Child gaze,action,Joint attention,[ 9  2  3 16  8  7  4],[-3 -2 -1  0  1  2  3  4]
211,action,Child gaze,action,Mutual gaze,[1 0 0 3 0 0 1],[-3 -2 -1  0  1  2  3  4]
212,action,Child gaze,action,Non-verbal scaffolding,[3 1 3 4 3 0 4],[-3 -2 -1  0  1  2  3  4]
213,action,Child gaze,action,Parent affect,[6 2 8 3 6 4 7],[-3 -2 -1  0  1  2  3  4]
214,action,Child gaze,action,Parent affective touch,[4 4 1 5 8 0 2],[-3 -2 -1  0  1  2  3  4]
215,action,Child gaze,action,Parent gaze,[ 8  6 10 12  8 11  5],[-3 -2 -1  0  1  2  3  4]
216,action,Child gaze,action,Parent gesture,[3 0 1 1 1 0 2],[-3 -2 -1  0  1  2  3  4]
217,action,Child gaze,action,Parent prop manipulation,[0 1 1 1 1 0 2],[-3 -2 -1  0  1  2  3  4]
218,action,Child gaze,action,Parent utterance,[ 4 12  9 16  8  9  7],[-3 -2 -1  0  1  2  3  4]
219,action,Child gaze,action,Verbal scaffolding,[ 3  9  7 10  6  5  5],[-3 -2 -1  0  1  2  3  4]
220,action,Child gaze,action,robot pointing,[0 0 1 2 1 1 1],[-3 -2 -1  0  1  2  3  4]
221,action,Child gaze,action,robot text,[11  7  8 12  8  9  8],[-3 -2 -1  0  1  2  3  4]
222,action,Child gaze,action,start-end,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
223,action,Child gaze,sub_action,CP,[9 3 9 5 3 4 4],[-3 -2 -1  0  1  2  3  4]
224,action,Child gaze,sub_action,CPC,[6 3 5 3 2 3 3],[-3 -2 -1  0  1  2  3  4]
225,action,Child gaze,sub_action,MG,[1 0 0 3 0 0 1],[-3 -2 -1  0  1  2  3  4]
226,action,Child gaze,sub_action,PC,[2 8 5 7 4 6 4],[-3 -2 -1  0  1  2  3  4]
227,action,Child gaze,sub_action,PCP,[2 6 5 7 4 5 3],[-3 -2 -1  0  1  2  3  4]
228,action,Child gaze,sub_action,affective,[2 3 2 3 2 1 2],[-3 -2 -1  0  1  2  3  4]
229,action,Child gaze,sub_action,affective touch,[4 4 4 6 8 1 6],[-3 -2 -1  0  1  2  3  4]
230,action,Child gaze,sub_action,child,[ 4 12  3 10  4  9  4],[-3 -2 -1  0  1  2  3  4]
231,action,Child gaze,sub_action,cognitive,[ 4  6  8 11  7  4  6],[-3 -2 -1  0  1  2  3  4]
232,action,Child gaze,sub_action,correction,[2 0 2 0 0 2 0],[-3 -2 -1  0  1  2  3  4]
233,action,Child gaze,sub_action,end,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
234,action,Child gaze,sub_action,instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
235,action,Child gaze,sub_action,missing data,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
236,action,Child gaze,sub_action,not sure,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
237,action,Child gaze,sub_action,other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
