,col base,action base,col count,action count,hist,bins
710,sub_action,CP,action:sub_action,Conversational turns:CPC,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
711,sub_action,CP,action:sub_action,Conversational turns:PC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
712,sub_action,CP,action:sub_action,Conversational turns:PCP,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
713,sub_action,CP,action:sub_action,Joint attention:props,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
714,sub_action,CP,action:sub_action,Joint attention:robot,[0 1 0 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
715,sub_action,CP,action:sub_action,Mutual gaze:MG,[2 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
716,sub_action,CP,action:sub_action,Parent gaze:child,[1 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
717,sub_action,CP,action:sub_action,Parent gaze:props,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
718,sub_action,CP,action:sub_action,Parent gaze:robot,[1 0 0 0 3 0 0],[-3 -2 -1  0  1  2  3  4]
719,sub_action,CP,action:sub_action,Parent gesture:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
720,sub_action,CP,action:sub_action,Parent gesture:point at prop,[1 0 2 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
721,sub_action,CP,action:sub_action,Parent prop manipulation:parent,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
722,sub_action,CP,action:sub_action,Parent utterance:missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
723,sub_action,CP,action:sub_action,Parent utterance:utterance,[0 3 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
724,sub_action,CP,action:sub_action,Verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
725,sub_action,CP,action:sub_action,Verbal scaffolding:cognitive,[0 1 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
726,sub_action,CP,action:sub_action,Verbal scaffolding:instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
727,sub_action,CP,action:sub_action,Verbal scaffolding:technical,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
728,sub_action,CPC,action,Child gaze,[0 0 1 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
729,sub_action,CPC,action,Child gesture,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
730,sub_action,CPC,action,Child prop manipulation,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
731,sub_action,CPC,action,Child utterance,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
732,sub_action,CPC,action,Conversational turns,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
733,sub_action,CPC,action,Joint attention,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
734,sub_action,CPC,action,Mutual gaze,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
735,sub_action,CPC,action,Parent gaze,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
736,sub_action,CPC,action,Parent gesture,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
737,sub_action,CPC,action,Parent prop manipulation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
738,sub_action,CPC,action,Parent utterance,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
739,sub_action,CPC,action,Verbal scaffolding,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
740,sub_action,CPC,sub_action,CP,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
741,sub_action,CPC,sub_action,MG,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
742,sub_action,CPC,sub_action,PC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
743,sub_action,CPC,sub_action,PCP,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
744,sub_action,CPC,sub_action,affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
745,sub_action,CPC,sub_action,child,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
746,sub_action,CPC,sub_action,cognitive,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
747,sub_action,CPC,sub_action,instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
748,sub_action,CPC,sub_action,missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
749,sub_action,CPC,sub_action,other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
750,sub_action,CPC,sub_action,other vocalization,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
751,sub_action,CPC,sub_action,parent,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
752,sub_action,CPC,sub_action,point at prop,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
753,sub_action,CPC,sub_action,props,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
754,sub_action,CPC,sub_action,robot,[0 0 0 0 0 1 2],[-3 -2 -1  0  1  2  3  4]
755,sub_action,CPC,sub_action,technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
756,sub_action,CPC,sub_action,utterance,[0 1 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
757,sub_action,CPC,action:sub_action,Child gaze:parent,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
758,sub_action,CPC,action:sub_action,Child gaze:props,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
759,sub_action,CPC,action:sub_action,Child gaze:robot,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
760,sub_action,CPC,action:sub_action,Child gesture:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
761,sub_action,CPC,action:sub_action,Child gesture:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
762,sub_action,CPC,action:sub_action,Child prop manipulation:child,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
763,sub_action,CPC,action:sub_action,Child utterance:other vocalization,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
764,sub_action,CPC,action:sub_action,Child utterance:utterance,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
765,sub_action,CPC,action:sub_action,Conversational turns:CP,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
766,sub_action,CPC,action:sub_action,Conversational turns:CPC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
767,sub_action,CPC,action:sub_action,Conversational turns:PC,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
768,sub_action,CPC,action:sub_action,Conversational turns:PCP,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
769,sub_action,CPC,action:sub_action,Joint attention:props,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
770,sub_action,CPC,action:sub_action,Joint attention:robot,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
771,sub_action,CPC,action:sub_action,Mutual gaze:MG,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
772,sub_action,CPC,action:sub_action,Parent gaze:child,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
773,sub_action,CPC,action:sub_action,Parent gaze:props,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
774,sub_action,CPC,action:sub_action,Parent gaze:robot,[0 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
775,sub_action,CPC,action:sub_action,Parent gesture:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
776,sub_action,CPC,action:sub_action,Parent gesture:point at prop,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
777,sub_action,CPC,action:sub_action,Parent prop manipulation:parent,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
778,sub_action,CPC,action:sub_action,Parent utterance:missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
779,sub_action,CPC,action:sub_action,Parent utterance:utterance,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
780,sub_action,CPC,action:sub_action,Verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
781,sub_action,CPC,action:sub_action,Verbal scaffolding:cognitive,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
782,sub_action,CPC,action:sub_action,Verbal scaffolding:instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
783,sub_action,CPC,action:sub_action,Verbal scaffolding:technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
784,sub_action,MG,action,Child gaze,[ 5  6  4 11  4  5  4],[-3 -2 -1  0  1  2  3  4]
785,sub_action,MG,action,Child gesture,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
786,sub_action,MG,action,Child prop manipulation,[0 0 1 0 0 2 2],[-3 -2 -1  0  1  2  3  4]
787,sub_action,MG,action,Child utterance,[1 6 2 0 1 1 1],[-3 -2 -1  0  1  2  3  4]
788,sub_action,MG,action,Conversational turns,[0 3 3 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
789,sub_action,MG,action,Joint attention,[1 1 0 8 2 4 3],[-3 -2 -1  0  1  2  3  4]
790,sub_action,MG,action,Mutual gaze,[4 4 6 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
791,sub_action,MG,action,Parent gaze,[ 4  4  4 12  1  4  4],[-3 -2 -1  0  1  2  3  4]
792,sub_action,MG,action,Parent gesture,[0 0 0 1 1 2 2],[-3 -2 -1  0  1  2  3  4]
793,sub_action,MG,action,Parent prop manipulation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
794,sub_action,MG,action,Parent utterance,[1 1 2 0 2 2 2],[-3 -2 -1  0  1  2  3  4]
795,sub_action,MG,action,Verbal scaffolding,[1 1 0 0 2 2 2],[-3 -2 -1  0  1  2  3  4]
796,sub_action,MG,sub_action,CP,[0 2 1 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
797,sub_action,MG,sub_action,CPC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
798,sub_action,MG,sub_action,PC,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
799,sub_action,MG,sub_action,PCP,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
800,sub_action,MG,sub_action,affective,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
801,sub_action,MG,sub_action,child,[3 3 5 1 1 3 2],[-3 -2 -1  0  1  2  3  4]
802,sub_action,MG,sub_action,cognitive,[1 0 0 0 1 1 2],[-3 -2 -1  0  1  2  3  4]
803,sub_action,MG,sub_action,instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
804,sub_action,MG,sub_action,missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
805,sub_action,MG,sub_action,other,[0 1 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
806,sub_action,MG,sub_action,other vocalization,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
807,sub_action,MG,sub_action,parent,[4 5 4 0 0 1 2],[-3 -2 -1  0  1  2  3  4]
808,sub_action,MG,sub_action,point at prop,[0 0 0 1 0 2 2],[-3 -2 -1  0  1  2  3  4]
809,sub_action,MG,sub_action,props,[1 2 0 8 1 6 3],[-3 -2 -1  0  1  2  3  4]
810,sub_action,MG,sub_action,robot,[ 2  1  0 22  5  5  6],[-3 -2 -1  0  1  2  3  4]
811,sub_action,MG,sub_action,technical,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
812,sub_action,MG,sub_action,utterance,[2 6 4 0 3 3 3],[-3 -2 -1  0  1  2  3  4]
813,sub_action,MG,action:sub_action,Child gaze:parent,[4 5 4 0 0 1 2],[-3 -2 -1  0  1  2  3  4]
814,sub_action,MG,action:sub_action,Child gaze:props,[1 0 0 4 1 2 0],[-3 -2 -1  0  1  2  3  4]
815,sub_action,MG,action:sub_action,Child gaze:robot,[0 1 0 7 3 2 2],[-3 -2 -1  0  1  2  3  4]
816,sub_action,MG,action:sub_action,Child gesture:other,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
817,sub_action,MG,action:sub_action,Child gesture:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
818,sub_action,MG,action:sub_action,Child prop manipulation:child,[0 0 1 0 0 2 2],[-3 -2 -1  0  1  2  3  4]
819,sub_action,MG,action:sub_action,Child utterance:other vocalization,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
820,sub_action,MG,action:sub_action,Child utterance:utterance,[1 5 2 0 1 1 1],[-3 -2 -1  0  1  2  3  4]
821,sub_action,MG,action:sub_action,Conversational turns:CP,[0 2 1 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
822,sub_action,MG,action:sub_action,Conversational turns:CPC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
823,sub_action,MG,action:sub_action,Conversational turns:PC,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
824,sub_action,MG,action:sub_action,Conversational turns:PCP,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
825,sub_action,MG,action:sub_action,Joint attention:props,[0 1 0 2 0 2 1],[-3 -2 -1  0  1  2  3  4]
826,sub_action,MG,action:sub_action,Joint attention:robot,[1 0 0 6 2 2 2],[-3 -2 -1  0  1  2  3  4]
827,sub_action,MG,action:sub_action,Mutual gaze:MG,[4 4 6 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
828,sub_action,MG,action:sub_action,Parent gaze:child,[3 3 4 1 1 1 0],[-3 -2 -1  0  1  2  3  4]
829,sub_action,MG,action:sub_action,Parent gaze:props,[0 1 0 2 0 2 2],[-3 -2 -1  0  1  2  3  4]
830,sub_action,MG,action:sub_action,Parent gaze:robot,[1 0 0 9 0 1 2],[-3 -2 -1  0  1  2  3  4]
831,sub_action,MG,action:sub_action,Parent gesture:other,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
832,sub_action,MG,action:sub_action,Parent gesture:point at prop,[0 0 0 1 0 2 2],[-3 -2 -1  0  1  2  3  4]
833,sub_action,MG,action:sub_action,Parent prop manipulation:parent,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
834,sub_action,MG,action:sub_action,Parent utterance:missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
835,sub_action,MG,action:sub_action,Parent utterance:utterance,[1 1 2 0 2 2 2],[-3 -2 -1  0  1  2  3  4]
836,sub_action,MG,action:sub_action,Verbal scaffolding:affective,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
837,sub_action,MG,action:sub_action,Verbal scaffolding:cognitive,[1 0 0 0 1 1 2],[-3 -2 -1  0  1  2  3  4]
838,sub_action,MG,action:sub_action,Verbal scaffolding:instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
839,sub_action,MG,action:sub_action,Verbal scaffolding:technical,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
840,sub_action,PC,action,Child gaze,[1 1 2 1 2 1 1],[-3 -2 -1  0  1  2  3  4]
841,sub_action,PC,action,Child gesture,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
842,sub_action,PC,action,Child prop manipulation,[0 0 0 0 0 2 0],[-3 -2 -1  0  1  2  3  4]
843,sub_action,PC,action,Child utterance,[0 3 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
844,sub_action,PC,action,Conversational turns,[1 3 1 2 0 0 0],[-3 -2 -1  0  1  2  3  4]
845,sub_action,PC,action,Joint attention,[0 0 0 1 0 2 2],[-3 -2 -1  0  1  2  3  4]
846,sub_action,PC,action,Mutual gaze,[1 1 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
847,sub_action,PC,action,Parent gaze,[0 1 1 2 0 2 1],[-3 -2 -1  0  1  2  3  4]
848,sub_action,PC,action,Parent gesture,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
849,sub_action,PC,action,Parent prop manipulation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
850,sub_action,PC,action,Parent utterance,[1 0 0 2 0 1 0],[-3 -2 -1  0  1  2  3  4]
851,sub_action,PC,action,Verbal scaffolding,[1 0 0 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
852,sub_action,PC,sub_action,CP,[0 2 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
853,sub_action,PC,sub_action,CPC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
854,sub_action,PC,sub_action,MG,[1 1 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
855,sub_action,PC,sub_action,PCP,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
856,sub_action,PC,sub_action,affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
857,sub_action,PC,sub_action,child,[0 1 1 0 0 2 0],[-3 -2 -1  0  1  2  3  4]
858,sub_action,PC,sub_action,cognitive,[1 0 0 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
859,sub_action,PC,sub_action,instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
860,sub_action,PC,sub_action,missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
861,sub_action,PC,sub_action,other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
862,sub_action,PC,sub_action,other vocalization,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
863,sub_action,PC,sub_action,parent,[1 1 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
864,sub_action,PC,sub_action,point at prop,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
865,sub_action,PC,sub_action,props,[0 0 0 0 1 0 2],[-3 -2 -1  0  1  2  3  4]
866,sub_action,PC,sub_action,robot,[0 0 0 4 1 5 2],[-3 -2 -1  0  1  2  3  4]
867,sub_action,PC,sub_action,technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
868,sub_action,PC,sub_action,utterance,[1 3 1 2 0 1 0],[-3 -2 -1  0  1  2  3  4]
869,sub_action,PC,action:sub_action,Child gaze:parent,[1 1 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
870,sub_action,PC,action:sub_action,Child gaze:props,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
871,sub_action,PC,action:sub_action,Child gaze:robot,[0 0 0 1 1 1 1],[-3 -2 -1  0  1  2  3  4]
872,sub_action,PC,action:sub_action,Child gesture:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
873,sub_action,PC,action:sub_action,Child gesture:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
874,sub_action,PC,action:sub_action,Child prop manipulation:child,[0 0 0 0 0 2 0],[-3 -2 -1  0  1  2  3  4]
875,sub_action,PC,action:sub_action,Child utterance:other vocalization,[0 0 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
876,sub_action,PC,action:sub_action,Child utterance:utterance,[0 3 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
877,sub_action,PC,action:sub_action,Conversational turns:CP,[0 2 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
878,sub_action,PC,action:sub_action,Conversational turns:CPC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
879,sub_action,PC,action:sub_action,Conversational turns:PC,[1 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
880,sub_action,PC,action:sub_action,Conversational turns:PCP,[0 0 0 1 0 0 0],[-3 -2 -1  0  1  2  3  4]
881,sub_action,PC,action:sub_action,Joint attention:props,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
882,sub_action,PC,action:sub_action,Joint attention:robot,[0 0 0 1 0 2 1],[-3 -2 -1  0  1  2  3  4]
883,sub_action,PC,action:sub_action,Mutual gaze:MG,[1 1 2 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
884,sub_action,PC,action:sub_action,Parent gaze:child,[0 1 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
885,sub_action,PC,action:sub_action,Parent gaze:props,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
886,sub_action,PC,action:sub_action,Parent gaze:robot,[0 0 0 2 0 2 0],[-3 -2 -1  0  1  2  3  4]
887,sub_action,PC,action:sub_action,Parent gesture:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
888,sub_action,PC,action:sub_action,Parent gesture:point at prop,[0 1 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
889,sub_action,PC,action:sub_action,Parent prop manipulation:parent,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
890,sub_action,PC,action:sub_action,Parent utterance:missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
891,sub_action,PC,action:sub_action,Parent utterance:utterance,[1 0 0 2 0 1 0],[-3 -2 -1  0  1  2  3  4]
892,sub_action,PC,action:sub_action,Verbal scaffolding:affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
893,sub_action,PC,action:sub_action,Verbal scaffolding:cognitive,[1 0 0 1 0 1 0],[-3 -2 -1  0  1  2  3  4]
894,sub_action,PC,action:sub_action,Verbal scaffolding:instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
895,sub_action,PC,action:sub_action,Verbal scaffolding:technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
896,sub_action,PCP,action,Child gaze,[2 1 1 0 0 1 2],[-3 -2 -1  0  1  2  3  4]
897,sub_action,PCP,action,Child gesture,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
898,sub_action,PCP,action,Child prop manipulation,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
899,sub_action,PCP,action,Child utterance,[2 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
900,sub_action,PCP,action,Conversational turns,[3 2 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
901,sub_action,PCP,action,Joint attention,[0 1 0 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
902,sub_action,PCP,action,Mutual gaze,[2 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
903,sub_action,PCP,action,Parent gaze,[2 0 0 0 2 0 1],[-3 -2 -1  0  1  2  3  4]
904,sub_action,PCP,action,Parent gesture,[1 0 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
905,sub_action,PCP,action,Parent prop manipulation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
906,sub_action,PCP,action,Parent utterance,[0 2 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
907,sub_action,PCP,action,Verbal scaffolding,[0 1 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
908,sub_action,PCP,sub_action,CP,[2 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
909,sub_action,PCP,sub_action,CPC,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
910,sub_action,PCP,sub_action,MG,[2 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
911,sub_action,PCP,sub_action,PC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
912,sub_action,PCP,sub_action,affective,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
913,sub_action,PCP,sub_action,child,[1 0 0 0 1 0 1],[-3 -2 -1  0  1  2  3  4]
914,sub_action,PCP,sub_action,cognitive,[0 1 1 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
915,sub_action,PCP,sub_action,instruction translation,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
916,sub_action,PCP,sub_action,missing data,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
917,sub_action,PCP,sub_action,other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
918,sub_action,PCP,sub_action,other vocalization,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
919,sub_action,PCP,sub_action,parent,[2 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
920,sub_action,PCP,sub_action,point at prop,[1 0 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
921,sub_action,PCP,sub_action,props,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
922,sub_action,PCP,sub_action,robot,[1 2 1 0 3 2 0],[-3 -2 -1  0  1  2  3  4]
923,sub_action,PCP,sub_action,technical,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
924,sub_action,PCP,sub_action,utterance,[2 2 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
925,sub_action,PCP,action:sub_action,Child gaze:parent,[2 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
926,sub_action,PCP,action:sub_action,Child gaze:props,[0 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
927,sub_action,PCP,action:sub_action,Child gaze:robot,[0 1 1 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
928,sub_action,PCP,action:sub_action,Child gesture:other,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
929,sub_action,PCP,action:sub_action,Child gesture:point at prop,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
930,sub_action,PCP,action:sub_action,Child prop manipulation:child,[0 0 0 0 1 0 0],[-3 -2 -1  0  1  2  3  4]
931,sub_action,PCP,action:sub_action,Child utterance:other vocalization,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
932,sub_action,PCP,action:sub_action,Child utterance:utterance,[2 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
933,sub_action,PCP,action:sub_action,Conversational turns:CP,[2 0 0 0 0 1 0],[-3 -2 -1  0  1  2  3  4]
934,sub_action,PCP,action:sub_action,Conversational turns:CPC,[1 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
935,sub_action,PCP,action:sub_action,Conversational turns:PC,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
936,sub_action,PCP,action:sub_action,Conversational turns:PCP,[0 1 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
937,sub_action,PCP,action:sub_action,Joint attention:props,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
938,sub_action,PCP,action:sub_action,Joint attention:robot,[0 1 0 0 1 1 0],[-3 -2 -1  0  1  2  3  4]
939,sub_action,PCP,action:sub_action,Mutual gaze:MG,[2 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
940,sub_action,PCP,action:sub_action,Parent gaze:child,[1 0 0 0 0 0 1],[-3 -2 -1  0  1  2  3  4]
941,sub_action,PCP,action:sub_action,Parent gaze:props,[0 0 0 0 0 0 0],[-3 -2 -1  0  1  2  3  4]
942,sub_action,PCP,action:sub_action,Parent gaze:robot,[1 0 0 0 2 0 0],[-3 -2 -1  0  1  2  3  4]
